original_index,review,sentiment
2533,"barang telah sampai, packing bagus respond seller cepat. Thanks",satisfied
2534,Responya adminnya bagus. Kemarin sempat ada kendala masalah lensanya yang cacat produksi. Direturn dan gak dibuat ribet terus barangnya digamti dengan yang baru👍🏾👍🏾👍...,satisfied
2535,Seller bagus👍🏻👍🏻👍🏻,satisfied
2536,"Bagus semoga awet, bermanfaat balik modal danmenghasilkan uang banyak aamiin",satisfied
2537,😍,satisfied
2538,"barang sesuai iklan, tapi pengiriman telat sehari dari seller bukan dari kurir.",dissapointed
2539,"pesan sore, malam langsung di kirim. barang sesuai.",satisfied
2540,"Tadinya pengen beli yang hitam, tapi readynya ijo, gpp bagus juga sih yang ijo. Thanks",satisfied
2541,Bagus,satisfied
2542,"semua aman sentosa. semoga awet,karna action cam pertamaku.",satisfied
2543,"Response dan pengiriman cepat , barang berkualitas mantab",satisfied
2544,sampai dengan selamat dan sesuai pesanan,satisfied
2545,sesuai dengan pesanan. trimakasih. pengiriman cepet,satisfied
2546,"packing aman, semua fitur berjalan dengan baik, dan pengiriman ga ngaret",satisfied
2547,Pokok e mantap👍👍,satisfied
2548,Mantap barangnya,satisfied
2549,mantap,satisfied
2550,mantap,satisfied
2551,packing harus lebih di perhatikan lagi meski sudah di dobel tapi masih ada sedikit robek krna kurang lakban,dissapointed
2552,kecil tapi canggih,neutral
2553,mantaaappp,satisfied
2554,"fast respon, seller ramah, cepat sampai",satisfied
2555,"Awalnya dapat stik Attanta, padahal bundling +Stik. Akhirnya diganti setelah komplain. Terimakasih 🙏 barang lainya oke dan ori sesuai deskripsi.",satisfied
2556,Kualitas barang sangat bagus..Pengiriman sesuai schedule..Respon toko sangat baik..,satisfied
2557,GOOD JOB MEN,satisfied
2558,oke,neutral
2559,"barang sesuai diskripsi, berfungsi dengan normal, mudah digunakan. packing aman dan rapi. seller responsif. banyak bonusnya.recommended👌👌👌",satisfied
2560,mantap,satisfied
2561,barang sesuai deskripsi,satisfied
2562,"fast respon, packingan aman, barang bagus.... lengkap, detail ...",satisfied
2563,"customer service mantap cepet bngt bales dan kirimnyabarang juga oke bngt, definitely deserves the title gimbal para sultan",satisfied
2564,"packing oke , belum dites semua fungsi kameranya , semoga sih ga ada masalah, seller fast respon, tks gift nya",satisfied
2565,mantap... barang sesuai dan banyak bonusnyatapi saya selfie stick beda dengan yang di gamba,satisfied
2566,bagus,satisfied
2567,Paket sampai dengan aman,satisfied
2568,"Pengiriman cepat, functional oke. Best of use in daylight",satisfied
2569,"barang di packing rapih sesuai permintaan, isi paket juga sesuai pesanan serta cepat membalas chat",satisfied
2570,Barangnya cepat sampai dan dalam keadaan baik,satisfied
2571,Mantap bagus,satisfied
2572,Mantapp banget kamera action terbaik 2024,satisfied
2573,"adminnya keren, gercep dan sabar banget ngelayaninnya👍",satisfied
2574,"Cocok, keren",satisfied
2575,"Alhamdulillah nyampe dengan selamat, barang original, kualitas gambar oke, cuma ga sesuai yang di iklan ga dapet monopod..",satisfied
2576,Barangnya sudah sampai dengan Selamat.,satisfied
2577,"Barang oke dan sesuai, packing aman, respon cepat",satisfied
2578,Sesuai pesanan..semoga awet dan tahan lama,satisfied
2579,"Kerennn, udh order ke 2 kali dan barangnya oke banget original",satisfied
2580,"Product bagus, seller rekom deh",satisfied
2581,"barang sudah di terima dengan baik , packing nya rapi",satisfied
2582,Terbaik,satisfied
2583,dapat bonus 3-way stick,satisfied
2584,barang sdh diterina dengan baik dan aman. suara keras dan jernih,satisfied
2585,"barang nyampe dengan aman, kurir cpt, layanan fastresp...keren pokonya 👍🏻👍🏻",satisfied
2586,Barang sangat bagus dan penguriman nya cepat sampai.,satisfied
2587,"Barang sesuai dengan deskripsi, lengkap, pengiriman okay, packaging juga okay. Belum dicoba, semoga hasilnya juga baik. Good seller!",satisfied
2588,"sesuai dekripsi,paking rapih aman seller respon cepat.",satisfied
2589,"Barang lengkap sesuai pesanan, gambar bagus dan menarik",satisfied
2590,"barang bagus original , toko amanah",satisfied
2591,Kamera sudah tiba di tempat saya. Barang original. Berfungsi normal. Packing sangat aman. Saya merasa puas. Terimakasih Galaxy Kamera.... Semoga sukses selalu.,satisfied
2592,"Pengiriman cepat, barang sesuai deskripsi..",satisfied
2593,"tadinya paket kekurangan monopod untuk ada video unboxing jadi di kirim ulang , terimakasih",satisfied
2594,"barang sampai tujuan baik, respon penjual cepat dan kirim cepat",satisfied
2595,pelayanan toko mantap..,satisfied
2596,"Barang sesuai, respon cepat, trimakasi admin",satisfied
2597,barang pesanan sesuai deskripsi dan berfungsi dengan baik...,satisfied
2598,"barang diterima dengan selamat tanpa ada cacat dan berfungsi tanpa kendala. dapat free cleaning kit, sellernya recomended.",satisfied
2599,"Gokil, proses cepet, admin responsif, packing super aman, puas banget dah",satisfied
2600,"Berfungsi sesuai review yang ada di youtube, mantap, kokoh",satisfied
2601,barang udah sampai tpi belom sempet cba... masih tugas luar kota.. hehehehe nanti dilanjut lagi review nya,neutral
2602,"barang sudah tiba dengan selamat di sulawesi tengah dan sudah di test juga, terima kasih seller",satisfied
2603,Kerennn parah sih bagus banget kamera ini,satisfied
2604,alhamdulillah barang udah nyampe dan udah dicoba .. tapi baterainya 1000mah nggak sampe 1. jam bos.,dissapointed
2605,kualitas barang bagus. puas belanja disini,satisfied
2606,"produk sesuai, packing aman, pengiriman dan respon cepat, dapat kaos juga. thanks.",satisfied
2607,recommend seller,satisfied
2608,"Super duper mantap, pelayanan cepat admin friendly dan responsif banget, rekomended seller",satisfied
2609,"barang ORI, sellernya ramah dan gercep, the best lah pokoknya..",satisfied
2610,"pengiriman cepat, produk diterima dengan baik.",satisfied
2611,"Triple packing jadi aman sampe rumah paketnya,thank You seller👍😊Barang lengkap bagus",satisfied
2612,"barang sesuai, bundling cukup oke, cashback tokped mantul, packing aman",satisfied
2613,saya puas dengan pelayanan toko. untuk proses kirim bs di percepat yah ... !,satisfied
2614,mantap,satisfied
2615,"mantabb, berfungsi normal, semoga awet, Aamiin",satisfied
2616,Good boy. Barang sangat berkualitas dan bagus,satisfied
2617,barang kosong,dissapointed
2618,"tripodnya enak parah, berasa pake manfrotto, waterpassnya agak miring sedikit tapi okelah",satisfied
2619,"seller gercep, packing rapi dan sudah dicoba barangnya normal.",satisfied
2620,"Barang bagus,",satisfied
2621,"barang sesuai dan pengiriman cepat, berfungsi juga puas beli disini seller fast respon",satisfied
2622,"Aaaa seneng banget akhirnya bisa punya instax mini evo, dari 2017 pengen banget punya instax mini keluaran pertama dan baru kebeli sekarang (bahkan bisa beli yang hybrid).... ",satisfied
2623,"meskipun nanya yang hitam dibilang ready tapi ternyata pas udah order ga ready yaudalaya, seller gercep dan ramah. barang baru dan aman.",dissapointed
2624,kabel bekerja dengan baik,satisfied
2625,mantap,satisfied
2626,pengiriman cepat GK pake lama barang bagus garansi resmi mantap,satisfied
2627,"ga repot bawa banyak kabel buat ngecharge,, ga perlu beli konector type C, batre sejauh ini awet. cuma Masih agak bingung dengan pemakaian fitur nya",satisfied
2628,thankz min dah nyampe insta360 ace pro nya + tongsis freenya. mudah2n awet dan ga ada masalah,satisfied
2629,Packingnya rapih dan product sangat baik,satisfied
2630,produk bagus dan sesuai . pelayanan adminnya sangat baik dan ramah. Sempat diinfokan ada bagian dari paket produknya yang belum tersedia akan tetapi akan dikirimkan menyu...,satisfied
2631,top markotop,satisfied
2632,"recommended seller!! dijamin puas belanja disini, pelayanan bintang 5.. informatif dan cepat dalam merespon pertanyaan customer. packing pun sangat aman.. bravo Galaxy Ca... ",satisfied
2633,Barang sampai dengan selamat,satisfied
2634,Bagus barangnya berfungsi dengan baik. Material solid,satisfied
2635,"terimakasih, pesanan lekas sampai tinggal di tes aja",satisfied
2636,mantap produknya. seller ramah dan responsif,satisfied
2637,"respon kilat , pengiriman kilat",satisfied
2638,respon kilat.. pengiriman kilat..,satisfied
2639,Fast response top seller tanpa nunggu PO,satisfied
2640,"Opini pribadi untuk lowlight masih lebih suka Gopro, tapi untuk praktisnya ini juara",neutral
2641,keren packingnya ditambah dos tambahan. sehingga barang dan dosnya tidak rusak,satisfied
2642,bagus,satisfied
2643,barang bagua dan suara jernih,satisfied
2644,"mantab. insta 360 one x3 ori, dengan harga paling murah dari yang lain! terimakasih seller!",satisfied
2645,mantab,satisfied
2646,mantab,satisfied
2647,"Seller bertanggung jawab, recomend 👍",satisfied
2648,sudah dicoba. barang sampe dengan aman. cmn gaada lapnya aja sih but its okay! thanks!,satisfied
2649,Cakep dan fungsional banget,satisfied
2650,"pengiriman cepat dan aman, barang original, sesuai deskripsi. kualitas sesuai harganya.",satisfied
2651,Semua fitur berfungsi baik Berfungsi dengan baik,satisfied
2652,oke,satisfied
2653,Cool microphones. Very quality,satisfied
2654,"packing oke kurir mantap seller fast respon, semoga cuan dengan alat baru ini aamiin Semua fitur berfungsi baik wow diluar ekspetasi Produk sesuai deskripsi suaranya bagus... ",satisfied
2655,"Alhamdulilah instant pengiriman tapi lumayan lama pengrimannya, mohon di evaluasi ya",neutral
2656,"oke, tinggal nunggu beberapa item susulan",neutral
2657,"sementara ini bagus, tidak ada masalah",satisfied
2658,"Pesanan sudah diterima dan barangnya sesuai, mantap 👍",satisfied
2659,👍👍👍👍👍,satisfied
2660,barang nya ori tapi sayang tidak termasuk dengan adapter hp nya untuk harga segitu jadi harus beli lagi..di toko2 lain seharga segitu sudah dapat tapi gpp deh,dissapointed
2661,mantaaabs,satisfied
2662,paket sudah diterima dengan baik dan aman barang sesuai diskripsi barang masih di segel udah di tes berfungsi dengan baik semoga awetrespon penjual ramah untuk kawan...,satisfied
2663,"Barang bagus pengiriman packing baik, seller sangat responsif",satisfied
2664,"barang sampai tepat waktu, packagingnya juga aman, camera nya juga berfungsi dengan baik, ada sedikit misscom tapi dapat teratasi dengan baik karena respon penjual gerak cepat. thankyou ",satisfied
2665,mendarat dengan selamat. belum diuji coba. semoga awet. trims gan,neutral
2666,suaranya bagus dan jernih Produk sesuai deskripsi wow diluar ekspetasi Semua fitur berfungsi baik,satisfied
2667,packing bagus barang keren suara bagus tapi gk tau ini worth 2jt atau nggak,neutral
2668,mantaaap,satisfied
2669,oke dapat free invisible stick,satisfied
2670,Mantapp,satisfied
2671,ikutan Pre-Order kirain berbulan-bulan ternyata cuma 1 mingguan...barang nyampe dengan selamat. kemasan utuh. kotak utuh tidak ada peyot atau terbuka.semua item yang di kirimka...,satisfied
2672,Seller responsif.. Di chat langsung merespon.. Produk original. Terima kasih 🙏,satisfied
2673,"Sesuai pesanan, terbungkus dengan baik",satisfied
2674,Menyala semua nya 🔥🔥🔥🔥🔥🔥🔥🔥🔥,satisfied
2675,original gaes,satisfied
2676,"Buat kerja. Seller fast respond dan amanah. Semoga awet, thanks!!",satisfied
2677,Barang Bagus Joss Top markotop gratis Kaos juga,satisfied
2678,"Produk bagus dan berfungsi dengan baik, tapi yang paling oke adalah pelayanan dari admin nya. sempet salah beli dan kelebihan uang, tapi adminnya fast respon dan bantu ref... ",satisfied
2679,"packing rapi, seller responsive, barang sesuai. recommend banget",satisfied
2680,"packing aman, di double 2 lapis, lapisan luar penyok, dalemnya aman, top",satisfied
2681,mantap... barangnya cocok,satisfied
2682,"packing aman, tebel bangett",satisfied
2683,Bagus barang original suara yang dihasilkan jerni,satisfied
2684,Bagus,satisfied
2685,"seller komunikatif, unit original, pelayanan memuaskan",satisfied
2686,bintang yang berbicara,satisfied
2687,Bagus. Kualitas gambar bagus dan underwater ya juga bagus,satisfied
2688,"Mantap sekali barangnya. Lupa klo beli yang besar, jadi mental pas asal buka. Original godox pastinya. Termakasih",satisfied
2689,"mantaps.. seller responsif, barangnya keren..",satisfied
2690,barang sesuai dan penjual responsif,satisfied
2691,"Alhamdulillah cepat sampai tujuan , semoga awet",satisfied
2692,pengiriman express!,satisfied
2693,Nice,satisfied
2694,Oke.build quality kokoh dan cocok,satisfied
2695,Oke banget. Portable. Build quality bagus,satisfied
2696,"Produk original, pengiriman ontime, harga oke, sudah dicoba berfungsi dengan baik.",satisfied
2697,"Produk oke, pengiriman cepat, rekomended.",satisfied
2698,Mantap. recommended seller sm ongkirnya dibanding toko lain,satisfied
2699,"Fungsi normal, edisi baru.  sesuai review2 di youtube",satisfied
2700,"puas, meski terlambat pengirimannya",satisfied
2701,PENGIRIMAN CEPAT,satisfied
2702,Barang sudah diterima dengan baik.Sudah dicoba dan tidak ada masalah.,satisfied
2703,free pouch. terima kasih,satisfied
2704,"sempet dag dig dug karena notifikasi alamat tidak ditemukan, pada akhirnya datang sebelum waktu estimasi selesai terimakasih gan SDH bantu pantau dan good respond, thanks... ",satisfied
2705,barang bagus puas sampe cepat,satisfied
2706,"baik, pengiriman agak lambat",dissapointed
2707,Mantap banget ini barang. Benar-benar puas sama barangnya. Benar-benar puas sama pelayanan tokonya. Cepat dan sangat responsif. Kualiatanya terjamin dan pelayanannya...,satisfied
2708,"minta hitam, adanya merah terpaksa pilih merah, karna males cancel dll, hrsnya update stockny",dissapointed
2709,Barang sesuai pesanan dan berfungsi dengan baik,satisfied
2710,"pelayan cepat rrspon bagus , barang bagus .",satisfied
2711,Bagus,satisfied
2712,Kameranya sesuai ekspektasi Semua fitur berfungsi baik Produk sesuai deskripsi,satisfied
2713,"barang sangat bagus dan banyak disediakan bracket2 dg berbagai ukuran,, jd sangat membantu,, mantabbbb sellernya",satisfied
2714,"mantabb,, kaki2 nya sangat kokoh, tidak terkesan barang mruah dan ringkih,, lanjutkannn",satisfied
2715,Barang original dan berfungsi dengan baik.,satisfied
2716,woow cakep sekali😍😍😍diluar ekspetasi👍👍👍,satisfied
2717,Mantap new segel. 👍👍👍👍sudah di test juga oke.,satisfied
2718,barang bagus sesuai.. pengiriman cepat.. dapat kaos juga...,satisfied
2719,Kameranya sesuai ekspektasi barangnya sesuai gambar 👍🏻 packingnya aman 📦,satisfied
2720,pelayanan oke. barang cepet sampai Dan aman.,satisfied
2721,respond seller oke walau proses agak lama.,satisfied
2722,oke lah. tempat charger ya susah dibuka tapi 😅,satisfied
2723,"Bagus, packing rapi, barang diterima dengan aman",satisfied
2724,"Barang Original, sesuai pesanan.",satisfied
2725,Bagus barangnya,satisfied
2726,"Barang bagus, respon cepat.",satisfied
2727,"seller sangat helpful dan responsif, sabar. produk ori dan sudah dicoba..sangat bagus.",satisfied
2728,Adminnya perlu naik gaji pelayanannya mantap,satisfied
2729,Adminnya mantap the best fast response,satisfied
2730,"Berfungsi dengan baik, datang cepat dan tepat waktu",satisfied
2731,"barang sesuai dengan foto, barang baik rekomendasi untuk di beli untuk theter ke laptop",satisfied
2732,"keren, dibungkus rapi, bubble wrap berlapis, kardus tetap mulus aman, barang original",satisfied
2733,Barang ready. Packing rapi dan aman.,satisfied
2734,barang telah diterima dengan baik. terima kasih,satisfied
2735,berfungsi baik..tapi butuh waktu mempelajari dlu,satisfied
2736,Mantap,satisfied
2737,"Packing mantep, seller fast response, gimbal agak getar, mungkin perlu belajar balancing lg.",satisfied
2738,"Sore2 nyampe, nyalain, aktivasi, tes. Maghrib pula. dan hasilnya nggak bohong. biarpun minim cahaya, 4k nya benaran. sip.",satisfied
2739,"Barang Sudah sampai,, semoga semua Fitu berfungsi dengan baik..",neutral
2740,"barang dah sampe, hanya kaos ga ada...janjinya di promonya free...semoga barangnya bisa dipake",dissapointed
2741,"Belum dicoba, baru unboxing saja, semoga bagus produknya☺️",neutral
2742,"penjual ramah dan respon cepat, kualitas barang dan semua fungsi oke auto fokus cepat, dan fjngsi aperture lancar warna orange nya makin kece di fuji XA7",satisfied
2743,Mantep... Alhamdulillah rezeki nggak preorder 😍 terimakasih ya admin😍🙏🏻sukses selalu,satisfied
2744,mantap ....respon chat dan pengiriman barang sangat cepat ..barang sesuai deskripsi...terimakasih!,satisfied
2745,"Pelayanan, respon admin bagus, ada kendala penyelesaiannya dan solusinya gercep banget.. utamakan pelayanan lah kalau beli sesuatu, contohnya di sini the best lah po... ",satisfied
2746,good service,satisfied
2747,"Oke sesuai deskripsi, hasil jernih, noise rendah, tampilan professional, harga tidak terlalu mahal",satisfied
2748,It suits for DJI Mic 2 as well 🔥,satisfied
2749,Order was received and was in very good condition.,satisfied
2750,Terikasih kak barang dalam kondisi baik langsung kirim ke konsumen,satisfied
2751,Sesuai dengan yang diiklankan.. terima kasih.. dan cepat sekali padahal ke surabaya,satisfied
2752,Sesuai dengan yang diiklankan.. terima kasih.. dan cepat sekali padahal ke surabaya,satisfied
2753,packing aman dan barang lengkap jadinya bisa langsung pakai,satisfied
2754,Barang bagus sesuai order. Terima kasih ya,satisfied
2755,Barang bagus sesuai order. Terima kasih ya,satisfied
2756,Barang original dan berfungsi normal. Semoga awet dan berkah. Terima kasih!,satisfied
2757,Packing aman dan rapi,satisfied
2758,"Sesuai deskripsi. Alat ini bekerja dengan baik. Lav noisenya minim. Worth it. Seller gercep, pengiriman aman walo agak lambreta.",satisfied
2759,"Layanan SUPER BAGUS, tapi sayang JNE YES seperti biasanya layanan payah, barang dtg 4 hari kemudian.",satisfied
2760,"sesuai pesanan mantap, rekomended seller",satisfied
2761,"urusan audio jangan coba-coba, percayakan pada yang seharusnya dipercaya.",neutral
2762,nice!!,satisfied
2763,bagus banget harga sesuai kualitas malah melebihi harapan,satisfied
2764,"bagus, berfungsi dengan baik, sesuai ekspektasi, nice, sudah langganan rode dari dlu",satisfied
2765,Berfungsi dg back dan bikini mud pakai Rode Wireless Go 2,satisfied
2766,"dari kualiti bahannya bagus,",satisfied
2767,it holds very on the previous gen podmic like it a lot,satisfied
2768,nicely done fit dengan podmic yang versi lama juga,satisfied
2769,Memuaskan sekali.. barang bagus. Keren! Build quality joss!,satisfied
2770,Packing dan pengiriman sukses. Ga sabar beli yang pro,satisfied
2771,Gak bisa di cas..,dissapointed
2772,bagus,satisfied
2773,"Mic nya bagus dan sturdy banget. desk mount thread nya juga bagus, bikin setup jadi makin aesthetic. Cable management clips nya juga ngebantu banget 👍🏻",satisfied
2774,Packing aman,satisfied
2775,produk sesuai deskripsi.,satisfied
2776,"kabel kokoh, rapi, berkelas.",satisfied
2777,mic nya lumayan berat ternyata. bahan body nya sangat kokoh.,satisfied
2778,"barang original berkualitas, packing aman dan pengiriman cepat, terimakasih ya seller",satisfied
2779,produk sesuai,satisfied
2780,"best value to money microphone. bisa dipake buat segala macam content creator, pake run n gun di camera bisa, colok ke iphone bisa, podcast colok ke laptop jga bisa, mant... ",satisfied
2781,"Pengiriman instan, no drama, produk original resmi distributor Indonesia",satisfied
2782,"Pelayanan berkualitas tinggi, cepat, baik dan terbaik, dari perusahaan terkemuka",satisfied
2783,"Sesuai pesanan, barang original dan paten, mantap min.",satisfied
2784,"Keren, metal body dan suara jernihhh",satisfied
2785,barang bagus dan sesuai,satisfied
2786,Memuaskan! Terimakasih.,satisfied
2787,"barang sampai, kualitas jos",satisfied
2788,bagus sekali. langsung on. kokoh dan kuat,satisfied
2789,Great! build strong,satisfied
2790,Great!,satisfied
2791,"Greatt! silent,pretty",satisfied
2792,"Barang bagus, packing aman, ekspedisi cepat. Sesuai pesanan",satisfied
2793,Quality the best. Overall good. I like it.,satisfied
2794,Nggak usah diraguin lagi dah kalau rode,satisfied
2795,"official seller, barang berfungsi baik, kualitas oke, terimakasih seller",satisfied
2796,"Original, mantap",satisfied
2797,Product knowledge admin kureng. Ga cuma slow response tapi juga ga dijawab. chat terakhir masih belum dijawab.,dissapointed
2798,"mantep kuliatas keren, sesuai ekspetasi, kualitas oke banget, ukuran pas",satisfied
2799,"bagus banget. cakepp. cuma busa dg merk yang besar ni, jdi kaya kita di endorse",satisfied
2800,Cakep. suara tegess jernih. kalau pakai busanya juga lumayan lbh alussss,satisfied
2801,"cakep sih.. sayang kemarin perlu 6, cm ada 5.",dissapointed
2802,Super. I am happy. The good things. Thank you!,satisfied
2803,Terbaik! dibonusin lagi.,satisfied
2804,Dengan ini wireless pro jadi bisa dipakai live event,satisfied
2805,Warna warni,neutral
2806,"Keren sekali micnya, siap join sama close the door",satisfied
2807,"Mic nya berat, tanda nya keren dan berkualitas",satisfied
2808,"barang berfungsi baik, sesuai deskripsi, layanan oke, semoga awet",satisfied
2809,"Mantap, bagus, original",satisfied
2810,"Sesuai Deskripsi, packing aman sekali mantap pokoknya",satisfied
2811,"Sesuai deskripsi, packing super aman, mantap 👍",satisfied
2812,"Barang berkualitas dan bagus, berfungsi dengan baik, tampilan elegant, harga tidak bohong, recommended!",satisfied
2813,Premium product for quality audio. Never settle 👍,satisfied
2814,"pengiriman cepat. seller di ajak chat juga jawab kilat. barang bagus. brand new and WORKING! harus pake pop filter kgk sih ka? soalnya kalo ngomong jarak dekat, suara pec... ",satisfied
2815,Barang sudah diterima dengan baik,satisfied
2816,"bagus. paking rapih , barang original seusuai dengan diskripsi. sipp",satisfied
2817,"respon penjual oke, barang sampai dengan aman",satisfied
2818,"packagingnya nya super aman, dibungkus tebel pake bubble wrap, barang aman sampai tujuan kualitas mantap",satisfied
2819,Barang sampai dengan selamat. Dicoba fitur rekamannya pun bagus dan sangat ringan. Hasil rekaman bening,satisfied
2820,mantap,satisfied
2821,"Packing aman, pengiriman cepat. Sdh dicoba, mantap 👍🏻👍🏻",satisfied
2822,Produk sesuai deskripsi,satisfied
2823,Bagus,satisfied
2824,mantap,satisfied
2825,"Alhamdulillah pengiriman cepat dan dikirim dengan packing aman, belum dicoba dan semoga hasil rekaman menjadi jelas dan clear. Semoga awet dan tanpa kendala trimss 😍🙂‍↔... ",satisfied
2826,Lumayan ketinggian buat cewek nih. Kursinya harus ditinggikan baru bisa pas 😁,dissapointed
2827,Bagus banget suaranya. Semoga bisa awet ya,satisfied
2828,paket sdh sampai di coba suaranya jelas bgtterima kasih,satisfied
2829,"Packingnya aman dan rapih, build quality barangnya oke dan paling rigid dari semua arm microphone yang pernah saya pakai.",satisfied
2830,Mantap sesuai deskripsi,satisfied
2831,Sempet panik kok suara jelek banget kaya gajelas noise parah. Pas dibalik kok lebih bagus.. salah masang atau gimana. Eh ternyata bagian depannya yang ada Dot Emas sesuai di panduan,satisfied
2832,"Paket sudah diterima dengan baik, packing bagus, aman dan rapi. mantap. Belum dibuka isinya.. masih tersegel.. semoga aman tidak ada masalah dan awet barangnya. terimakasih ",satisfied
2833,Packing aman dan respon cepat,satisfied
2834,berfungsi dengan baik 😁😁😁 seller juga ramah banget,satisfied
2835,"mic rode nya berfungsi dengan baik dan optimal, jarak rekam untuk hasil maksimal adalah sekitar 1.5 dari arah mulut sang pembicara , hasil rekamnya meng-isolasi kebisingan ",satisfied
2836,Thank you! It's very good quality!,satisfied
2837,"Packaging aman, klo ada kendala juga lngsng dikasih solusi sesuai dengan prosedur",satisfied
2838,"packing aman dan rapih. kualitas produk mantap, lancar dan suara bersih",satisfied
2839,"setup mudah, hasil rekaman jernih..keren deh pokoknya",satisfied
2840,wow diluar ekspetasi,satisfied
2841,Mantap. Kualitas suara gak kaleng2. Bulet.,satisfied
2842,Sudah pasti aman kalu belanja di Rode Official. Jangan di tempat lain karena ada info Rode Australia kalau banyak beredar mic Rode palsu/bekas di repackaging. Saya pernah...,satisfied
2843,okeeh oke oke oke oke oke oke oke oke oke oke oke,satisfied
2844,"Pengiriman cepet, tapi blm dicoba. Semoga aman. Thank you!",neutral
2845,"Pembelian kedua untuk barang yang sama, tetap puas pakainya",satisfied
2846,alhamdulillah mantap seperti biasa rode hatur nuhun barakallahu fiik,satisfied
2847,alhamdulillah mantap seperti biasa rode hatur nuhun barakallahu fiik,satisfied
2848,penyelamat ketika foam original bawaan hilang ditelan massa di tengah kerumunan konser,satisfied
2849,"Untuk garansi, kartunya tidak distempel ya. Tapi overall semuanya baik 👍 mantap",satisfied
2850,suaranya bagus dan jernih Produk sesuai deskripsi,satisfied
2851,"benar - benar top banget dah, suara bagus sekali, gain juga mantap, mana juga bisa konek langsung ke 2 PC sekaligus. Update : Ini tentang Headphone Rode NTH-100.",satisfied
2852,semoga tanpa masalah Krn belum di coba,neutral
2853,"Pencil condenser dengan frequency response yang terlihat flat, namun memang tetap terasa ada sedikit coloring sub ke mid bass dan treble (sekitar 8-10khz) yang agak naik.... ",neutral
2854,respon proses pengiriman cepet barang juga ORI mantapas,satisfied
2855,"respon proses pengiriman cepet barang juga ORI mantapas, cuman sayangnya adminnya ga tau produk, ha ha ha",satisfied
2856,baru ini saya unboxing mic mid tier serasa unboxing mic premium. accesorriesnya lengkap. build quality mantep. dan udah pasti ori soal nya serial numbernya terdaftar dana...,satisfied
2857,"Produk ini benar - benar Game Changer. Top Markotop. Awalnya mmg bingung, ternyata harus Update Firmware dulu. Caranya tekan dan hold P48 di bag belakang sambil tancepin ke USB... ",satisfied
2858,good service,satisfied
2859,"Mantap barangnya , harus beli beberapa cable tambahan ,oke overall pengiriman rada lama",satisfied
2860,"barang sudah sampai, build quality benar benar sesuai ekspektasi. untuk micnya blm dicoba, karena kabel xlr nya blm sampe. thanks kak, semoga awet",satisfied
2861,lubang type c di microphone patah kedalam sehingga microphone tidak bisa dipakai karena tidak bisa colok kabel,dissapointed
2862,worth to buy!,satisfied
2863,"Barang datang sesuai dengan yang dijual, puas dengan produknya",satisfied
2864,Top notch,satisfied
2865,Berfungsi lancar dengan konektivitas rodecaster,satisfied
2866,Produk dan layanan top. Jadi bisa input wireless mic ke mixer analog. Thanks Rode 👍🏼,satisfied
2867,Langsung dicoba...bagus,satisfied
2868,kabel terbaik untuk microphone.. mampu mengurangi noise,satisfied
2869,Produk sesuai deskripsi suaranya bagus dan jernih,satisfied
2870,Admin responsif. Proses cepat. Produk bekerja dengan baik 👍🏻,satisfied
2871,"Kualitas suara mantap, apalagi kalo didekatkan dengan mulut (proximity effect)",satisfied
2872,Kecil-kecil cabe rawit👍Pengirimannya lama karena kurir JNE salah kirim sampai Wonogiri,satisfied
2873,Mendarat dengan sempurna! Tengkyuu! Nicee banget pokonyamah!,satisfied
2874,suara lebih bagus dan gampang attach di blakang iphn 15 pro,satisfied
2875,"mantap barang cepat langsung dikirim, respon penjual juga sangat cepat menjawab pertanyaan saya. Barang sudah dicoba dan berfungsi dengan baik. Semoga awet, terima kasih... ",satisfied
2876,"Packingnya bagus, rapi. Double Protection. Aman. Produknya ori dan sesuai ekspektasi.Ukurannya memang mini, se-mini namanya.",satisfied
2877,"Mic yang saya pakai memang Wireless Go II yang menggunakan type C. Ketik dipakai di iPhone menggunakan converter produk lain, suara terasa menggema. Mungkin karena jarak... ",neutral
2878,"Barang sesuai deskripsi, cepat sampai dan berfungsi dengan baik",satisfied
2879,packingannya rapi dan barang lengkap.,satisfied
2880,Selalu puas dengan kualitas Rode untuk saya pasangkan dengan DJI Osmo Pocket 3 ...,satisfied
2881,udah sampai tapi belum dicoba,neutral
2882,batang udah sampai tapi belum dicoba,neutral
2883,Empuk banget! Suara jernih mantap pokoknya! Penjual juga ramah !,satisfied
2884,"fast respone ,double wrap, kiriman cepat, barang tersegel utuh",satisfied
2885,mantap !,satisfied
2886,"barang ori, bagus suaranya jernih, cman sayang nggak support app rodenya, emang kudu yang plus, tapi boleh lah",satisfied
2887,"Packing safe dan rapi banget, barang sesuai deskripsi, fast response cs-nya. keep it up. good job",satisfied
2888,The stand is very trong and heavy be careful. But the quality of the stand is very good in handling the NT mini that I have right now.,satisfied
2889,The mic is easy to carry and connecting it is easier because it's usb type-c. The mic itself is clear enough to speak but if you want to control the gains I recommend...,satisfied
2890,Produk ori dan segel rode!,satisfied
2891,Barang mantep. Adminnya komunikatif. Pengiriman cepattt,satisfied
2892,Produk sesuai deskripsi suaranya bagus dan jernih Semua fitur berfungsi baik,satisfied
2893,Alhamdulillah semuanya lengkap dan berpungsi dg baik ...semoga awet,satisfied
2894,mantap,satisfied
